RA,DEC,U_mag,G_mag,R_mag,I_mag,Z_mag,J_mag,H_mag,K_mag,W1mag,W2mag,SPEC_Z,SPEC_CLASS
18.9185009,0.104964472,23.425026,22.332022,21.349161,20.818155,20.37073,21.019318,20.626114,20.95926,19.890415,19.735516,0.6582217,GALAXY
26.3421154,0.100642718,24.970516,22.744453,21.342548,20.495243,20.082647,19.609653,19.413713,19.068735,19.22218,19.586117,0.59361476,GALAXY
15.56844044,0.084579468,22.940987,22.260544,21.340147,20.91973,20.510607,20.001612,,19.657125,19.212566,18.681705,0.349494,GALAXY
24.39632034,0.099830739,22.592424,22.067734,21.338322,20.85523,20.503433,20.244726,19.701992,19.41112,19.77616,19.74665,0.487334,GALAXY
25.05327988,-0.349541605,24.999018,22.68797,21.302309,20.342857,19.897802,19.327553,18.94142,18.879074,18.696121,19.119524,0.613031,GALAXY
14.84889603,0.316657484,22.69543,22.088919,21.29945,21.011375,20.822824,20.679628,20.861456,,19.738964,19.78764,0.539691,GALAXY
27.3134613,0.238886237,21.743969,21.463968,21.281874,21.11191,20.372437,20.22455,20.442387,20.3197,19.497398,19.651201,0.8345959,GALAXY
26.76146317,-0.11107181,22.48943,22.055588,21.264603,20.496607,19.95082,19.661625,19.273603,18.79541,18.581387,18.86398,0.61412424,GALAXY
25.53643799,-0.037757255,22.241247,21.833254,21.257105,20.882935,20.53867,20.441584,20.251642,19.563847,18.911032,18.816723,0.726611,GALAXY
37.79812241,0.675450504,22.50125,21.725218,21.24657,20.590054,20.190065,19.433065,19.224583,18.994535,,,0.8713358,GALAXY
310.1809733,-0.76352214,22.522514,22.12219,21.241428,20.330204,20.340492,20.223492,19.508099,19.013592,,,0.607967,GALAXY
333.9157104,0.636847019,22.472757,21.96891,21.23842,20.714064,20.30973,20.195715,19.987606,19.914257,19.69196,20.086525,0.542,GALAXY
2.653477236,0.666190913,23.29146,22.389008,21.227602,20.598759,20.3342,19.940434,19.393154,19.237446,19.39883,19.238205,0.422,GALAXY
16.07839203,-0.424120784,23.328007,22.074116,21.21841,20.787418,20.510406,20.18573,20.272678,19.428577,20.084778,20.094429,0.279036,GALAXY
11.03560334,0.943682949,22.471624,22.096556,21.218264,20.752838,20.494076,20.259697,19.923164,19.532427,19.067795,18.7025,1.170581,GALAXY
359.7226843,-0.31979181,22.862717,22.207825,21.204502,20.224384,19.847677,19.21483,19.012552,18.611525,18.68127,19.073278,0.62,GALAXY
21.63874245,-0.364907771,22.560986,21.984653,21.191378,20.314995,19.771017,19.212593,19.03075,18.669687,18.232143,18.271206,0.890107,GALAXY
25.25486183,0.359729886,21.754896,21.69493,21.178522,20.623932,20.076761,19.772158,19.47695,19.10946,17.921324,17.687746,1.12806,GALAXY
22.45746994,0.153305262,22.4574,21.7268,21.1783,20.9629,20.9248,,,,21.52495,21.530031,0.253883,GALAXY
354.4299579,0.221070941,23.06002,22.118717,21.16956,20.631134,20.465054,19.76568,20.17543,19.281277,19.408173,19.190783,0.47,GALAXY
18.73199654,0.171642706,26.054983,22.184954,21.131678,20.390188,20.138607,19.769403,19.546833,19.178392,18.734003,18.847797,0.65455556,GALAXY
16.65104485,0.081650421,24.375166,22.647417,21.130793,20.4152,20.086987,19.468924,19.223557,19.330076,19.470192,19.504229,0.45876956,GALAXY
333.7499084,0.471686274,24.198301,22.676228,21.129526,20.274288,20.066084,19.477247,19.21718,18.829994,18.571392,18.215052,0.43,GALAXY
17.69588852,-0.213767558,22.528889,21.865337,21.126461,20.625591,20.438921,20.099411,19.794699,19.77129,19.295383,19.195095,0.57015306,GALAXY
353.0877686,-0.913305104,24.183182,22.659739,21.086645,20.242617,19.844065,19.492802,19.119833,18.727356,,,0.567,GALAXY
359.7064209,-0.407199144,23.834366,22.20538,21.075941,20.46682,20.166842,19.814985,19.718348,19.147985,19.051998,19.050884,0.4648064,GALAXY
19.69556618,-0.347984344,23.842758,22.325006,21.050201,20.652445,20.239855,20.048489,19.928185,19.619606,19.788776,19.553612,0.3515673,GALAXY
352.5507202,-0.831359208,22.914133,21.977894,21.049232,20.70865,20.334538,19.892305,19.50815,19.42655,19.67929,19.585903,0.418,GALAXY
24.61824799,0.017000299,,22.465021,21.04475,20.558552,20.234222,19.951773,19.957064,19.291887,19.788166,19.67442,0.342905,GALAXY
15.93463326,0.333169758,,22.45643,21.041325,20.491735,20.233488,,,19.651577,19.697926,20.044086,0.35234907,GALAXY
352.5894165,-0.429923356,24.976578,22.633022,21.02462,19.995447,19.52179,19.04197,18.621851,18.487385,18.643524,18.953442,0.5659252,GALAXY
58.30884967,0.077992622,21.35049,21.109282,21.022053,20.966022,20.682892,20.608845,20.06698,20.33019,,,0.73,GALAXY
18.67336082,0.343475014,24.790815,22.318344,21.009417,20.220394,19.765003,19.196344,18.772442,18.570055,18.4239,18.534578,0.5201563,GALAXY
16.94524193,-0.349007517,22.37695,22.058107,20.9976,20.293444,19.932976,19.465313,19.132822,18.55384,17.668198,17.447414,0.56552,GALAXY
20.74401093,0.332915962,21.722956,21.30721,20.966688,20.424881,19.87674,19.397057,18.977932,18.608912,18.339394,18.565641,0.87723523,GALAXY
14.98925686,-0.331137538,22.270912,21.655016,20.960625,20.673723,20.322872,19.781385,19.851303,19.498085,19.578897,19.441404,0.30476215,GALAXY
18.78911209,0.447454274,23.561235,22.275105,20.935905,20.45774,20.182552,19.807661,19.609783,19.270174,19.412245,19.829763,0.43470454,GALAXY
24.84824753,0.122131407,23.052942,22.004398,20.927494,20.190447,19.885387,19.736883,19.173376,17.91017,16.75581,16.414602,0.570443,GALAXY
352.6807861,0.078304946,21.814806,21.271667,20.923847,20.325449,20.173107,19.417465,19.284573,18.643158,18.60829,18.793423,0.79,GALAXY
37.82696963,-1.033025839,22.734814,21.701363,20.922308,20.125443,19.762793,19.28361,18.970518,18.496729,,,0.6626676,GALAXY
24.06639862,-0.401577383,22.84894,21.966784,20.913164,20.10847,19.789438,19.348446,18.896559,18.415916,18.15444,18.391651,0.5413636,GALAXY
352.5758057,-1.030766249,24.006498,22.154331,20.89264,20.045912,19.683146,19.163773,18.649572,18.412216,18.333551,18.463888,0.56,GALAXY
322.2424602,-0.011623525,22.455946,21.706081,20.883808,20.571362,20.157001,19.417953,19.796068,19.444027,,,1,GALAXY
58.4545338,-0.266143317,23.241604,21.71461,20.88,20.06728,19.6388,19.468468,18.98694,18.569368,,,0.682,GALAXY
40.51890182,0.029904751,21.771088,21.30479,20.868647,20.3619,20.077826,19.748455,19.377531,19.044306,,,0.5976235,GALAXY
9.666671863,0.77124971,23.345486,22.301958,20.859123,19.912962,19.464577,19.122742,18.78701,18.489914,18.688168,18.749275,0.5575104,GALAXY
16.90583229,-0.301909387,22.805191,21.999825,20.85012,20.463345,20.165403,19.78743,20.14942,20.171358,19.619316,19.529621,0.4219064,GALAXY
22.57423782,0.335957289,22.591652,21.71837,20.845722,19.972042,19.742674,19.465563,19.059347,19.000246,18.282324,18.435677,0.600957,GALAXY
15.93530273,-0.342700422,25.714415,22.565634,20.843874,20.17074,19.770071,19.339483,18.898647,18.573624,18.931232,18.91716,0.39430243,GALAXY
25.80173302,-0.055096194,22.330637,21.667843,20.842184,20.570358,20.283699,19.864195,19.640747,19.34105,19.39759,19.216146,0.350127,GALAXY
22.58072472,0.0654478,23.475597,22.20337,20.840656,20.089558,19.719923,19.417559,18.90225,18.501347,18.637379,18.599457,0.4894665,GALAXY
5.667790651,0.116205691,23.55684,21.935307,20.84004,19.681473,19.051184,18.747253,18.45963,17.957886,17.750113,18.122322,0.7965167,GALAXY
18.44835854,0.345896095,22.096264,21.575193,20.832916,20.60239,20.301987,20.011742,19.80822,20.106308,,,0.39380243,GALAXY
15.50239658,0.164166942,22.828224,22.001514,20.830818,20.16343,19.767101,19.309513,18.772396,18.147097,17.850605,17.797274,0.483679,GALAXY
15.7365799,-0.405194283,24.656437,22.362017,20.820667,20.15542,19.754465,19.301613,18.972029,18.8013,18.828054,18.888582,0.4168555,GALAXY
26.5501709,0.249945164,23.486528,22.218994,20.81993,19.909157,19.562366,19.336552,18.85298,18.66458,18.508745,18.690994,0.5939399,GALAXY
351.9108887,-0.341299504,23.299753,22.073711,20.813717,20.182312,19.803816,19.352728,18.84501,18.365908,17.603281,17.259527,0.47,GALAXY
352.5114441,0.157420561,21.522308,21.55901,20.812698,20.761328,20.573265,20.390118,19.97225,20.09734,18.949327,18.68399,0.3474917,GALAXY
22.16464615,0.068934023,,22.266354,20.810421,20.227596,19.8779,19.473415,19.200073,19.159292,19.392971,19.569221,0.39297915,GALAXY
27.39432716,0.173364222,23.278316,22.08198,20.809694,19.939857,19.581059,18.989063,18.681816,18.461302,18.512234,18.83596,0.5778878,GALAXY
13.42623615,0.038045499,22.541073,21.730314,20.771536,20.160309,19.831022,19.54006,19.243303,18.9507,19.08538,18.838194,0.415,GALAXY
14.48188496,0.024122316,22.86354,21.86873,20.771358,19.945353,19.68719,19.08052,18.58598,18.31411,18.20316,18.185986,0.5972045,GALAXY
16.47840118,-0.015698746,21.830889,21.358027,20.770027,19.896097,19.440926,19.209476,18.986538,18.621998,18.139004,18.532768,0.812353,GALAXY
1.371002721,0.254133727,22.978867,22.008738,20.762424,20.020945,19.829842,19.506264,19.244814,19.026852,19.203856,19.211733,0.51,GALAXY
27.37824249,-0.309908211,22.719004,21.72712,20.748909,20.072556,19.684847,19.236418,18.820555,18.351631,18.684599,18.917774,0.5701151,GALAXY
17.51527023,0.246237606,24.760614,22.257618,20.709156,19.790607,19.38969,18.87979,18.515545,18.198273,18.24748,18.404612,0.513579,GALAXY
20.84403419,-0.376306683,22.35941,21.68717,20.693962,20.01565,19.614567,19.338938,18.958534,18.748024,19.087818,19.005182,0.4371327,GALAXY
29.22968292,0.765671253,23.558563,22.295269,20.684044,19.964533,19.55534,19.075018,18.775408,18.514647,19.133419,19.315023,0.4359102,GALAXY
17.24318504,0.232600495,,22.160976,20.680279,19.922043,19.44023,19.291325,18.776031,18.508303,18.616133,18.441784,0.457204,GALAXY
27.98694992,-0.564317226,21.563635,20.994438,20.678654,20.165703,19.806286,19.69657,19.598475,19.57981,18.916246,18.706448,0.7989367,GALAXY
25.40570641,0.548293233,22.571205,21.59487,20.669903,19.896753,19.703016,19.695639,19.352623,19.102558,19.082472,19.024282,0.433968,GALAXY
15.27878952,-0.605157852,23.305883,22.028082,20.667667,19.93806,19.580439,19.50365,18.84779,18.690155,18.841663,18.842808,0.471009,GALAXY
331.2461833,-0.448015485,21.657326,21.27484,20.659727,19.981853,19.667253,19.210516,19.06763,18.664053,,,0.656,GALAXY
17.03656387,-0.258799076,22.158882,21.457054,20.658947,20.405045,20.115889,19.374071,19.64421,19.164846,19.823679,19.649578,0.2859588,GALAXY
27.19778252,-0.408819675,23.154186,22.051237,20.64549,20.028536,19.676142,19.189812,18.677034,18.523838,18.70322,18.96311,0.3539543,GALAXY
14.37965012,-0.009772532,22.627552,21.784233,20.637573,19.677372,19.20515,18.834778,18.403074,18.159863,18.007673,18.329473,0.5868143,GALAXY
25.96236038,-0.173287272,21.761744,21.209015,20.61394,20.116196,19.671707,20.389217,19.684412,,,,0.216831,GALAXY
27.43353844,0.420397311,24.31291,22.205528,20.6132,19.750435,19.290316,18.852434,18.381939,18.083359,18.210758,18.280575,0.4829292,GALAXY
351.6843262,-0.735095143,23.307598,21.982658,20.612774,19.68862,19.186657,18.792366,18.630842,18.320507,18.300734,18.60545,0.6446069,GALAXY
334.3739624,0.817843676,23.445923,22.023867,20.589771,19.72837,19.373146,19.214169,18.842407,18.664587,18.52735,18.501154,0.516,GALAXY
27.99353409,0.063202456,21.961466,21.213028,20.588352,19.997086,19.663239,19.370014,19.0344,18.795006,18.593418,18.853779,0.58217925,GALAXY
334.9307861,-0.470374763,23.307959,21.89696,20.568886,20.012003,19.57961,19.074116,18.659767,18.48583,19.004292,18.976162,0.37,GALAXY
43.07466125,-1.188475251,24.58163,22.52695,20.543919,19.90166,19.46877,19.168127,18.970922,18.446878,,,0.4170944,GALAXY
37.10889053,0.657707453,22.689192,21.993929,20.542078,19.605446,19.247044,18.84612,18.284775,18.004221,,,0.6237989,GALAXY
15.00032806,0.239703178,22.414455,21.4793,20.528557,19.783463,19.544945,19.203482,18.766798,18.517052,18.542103,18.795218,0.5575554,GALAXY
351.7310791,-0.687117517,21.952404,21.353395,20.516178,19.89935,19.718071,19.483547,19.24407,19.019522,18.710005,18.846972,0.6442721,GALAXY
19.21037865,-0.306776762,22.556988,21.65175,20.515224,19.735102,19.315723,18.992664,18.500372,18.307083,18.26076,18.581886,0.560308,GALAXY
352.2468567,-0.49556455,22.173296,21.241692,20.512789,19.697418,19.21745,18.511953,18.111538,17.757929,17.640715,17.744951,0.840126,GALAXY
334.7988281,0.730690479,22.51121,21.585388,20.508884,19.773563,19.635513,19.159801,19.124147,18.773943,18.65484,18.923306,0.511524,GALAXY
18.53168297,0.083757862,21.474892,20.831543,20.505308,19.913122,19.618355,19.484076,18.944168,18.686092,18.575272,18.80396,0.6294473,GALAXY
352.719635,-0.409262478,22.70392,21.628942,20.504505,20.142303,19.766262,19.70274,19.158539,19.111944,19.514963,19.631372,0.37,GALAXY
16.29135704,0.003129598,23.28122,22.014534,20.494703,19.925903,19.537645,19.194294,18.796854,18.515472,18.118736,17.92385,0.448606,GALAXY
16.67685318,0.198868155,21.940329,21.197529,20.492907,20.218985,20.121655,19.955788,19.550137,19.718527,19.40334,19.42466,0.2515438,GALAXY
25.22839928,-0.395115882,22.740225,21.604513,20.492231,19.974709,19.596483,19.317068,18.818295,18.836447,19.126743,19.027775,0.387732,GALAXY
16.20829391,-0.327242792,21.980606,21.290306,20.490595,20.15763,19.80987,19.677114,19.189821,19.164883,19.44495,19.255291,0.35498118,GALAXY
16.59471512,-0.355844349,23.882204,22.075068,20.4845,19.629223,19.234,18.811508,18.387642,18.176594,18.084902,17.98799,0.4478138,GALAXY
17.22535133,0.343190163,,22.05965,20.47685,19.765245,19.413832,18.931292,18.65816,18.462147,18.616863,18.7527,0.39832672,GALAXY
18.93741226,-0.402303189,21.62554,21.167614,20.460451,20.04027,19.851772,19.460032,19.125793,19.056128,19.115782,19.093697,0.47023666,GALAXY
58.36476537,-0.190621343,21.868725,21.176966,20.460358,20.132086,19.528336,19.414303,19.91175,18.862642,,,0.68,GALAXY
16.70802116,-0.394390523,22.499655,21.484993,20.453915,20.02076,19.821089,19.635998,19.517305,18.948675,19.600803,19.720993,0.25,GALAXY
21.08888245,0.29378736,21.741943,21.34841,20.448477,19.76848,19.487368,19.121885,18.689709,18.52639,18.543217,18.853985,0.5768138,GALAXY
25.37699509,0.184155494,21.78328,21.296082,20.436678,19.821545,19.489552,19.200516,18.893553,18.509281,18.63834,18.841335,0.599229,GALAXY
25.74842072,0.002683214,21.562712,20.89688,20.433094,20.130909,19.843948,19.371988,19.35737,19.001856,18.698383,18.721699,0.241803,GALAXY
24.53205299,0.124645501,22.120474,21.204054,20.414875,19.728268,19.361547,18.948666,18.66744,18.178215,17.439259,17.377884,0.697874,GALAXY
25.10664177,0.042650569,23.370075,21.79787,20.412031,19.838318,19.52193,19.082178,18.88924,18.744398,18.949686,19.02805,0.417558,GALAXY
25.38094711,-0.209418625,22.563828,21.56664,20.405142,19.855658,19.453062,19.169666,18.723625,18.50321,18.606438,18.760036,0.4838085,GALAXY
352.6832275,-0.378273576,22.778387,21.673187,20.403341,19.760015,19.372414,18.977386,18.698326,18.425123,18.374557,18.333937,0.42,GALAXY
323.4523017,-0.697239191,23.635292,21.822681,20.389923,19.599602,19.227255,18.927477,18.55666,18.3169,,,0.4706459,GALAXY
19.76737785,0.531778097,22.269957,21.628008,20.387234,19.61385,19.21798,18.704935,18.256964,17.853313,17.566284,17.741709,0.6123093,GALAXY
24.31920624,0.17147927,23.048536,21.729645,20.387228,19.799456,19.440014,19.244503,18.732023,18.629234,18.966103,19.132769,0.406522,GALAXY
24.60059547,-0.303958833,22.587862,21.794226,20.372606,19.805883,19.446115,19.003922,18.83185,18.755856,19.024006,19.035315,0.383331,GALAXY
17.19840431,-0.540171087,22.880068,21.670311,20.361637,19.730677,19.31791,18.756737,18.491621,18.148874,16.977844,16.451181,1.05602,GALAXY
15.14133453,-0.349735111,22.769382,21.753902,20.360197,19.602646,19.234642,18.658823,18.37172,18.174736,18.478281,18.526012,0.461968,GALAXY
18.52309608,0.125014126,23.375383,21.899807,20.349855,19.675953,19.20675,19.016102,18.386248,18.227083,18.405,18.516382,0.4335045,GALAXY
17.62299347,-0.421772391,21.816832,20.863604,20.323833,19.979893,19.469503,19.011034,19.088472,18.800755,18.018724,17.901493,0.8449057,GALAXY
16.44227409,0.050376076,23.302273,21.490572,20.321316,19.680557,19.292622,19.055445,18.76388,18.621056,18.755703,19.049946,0.49027076,GALAXY
23.46886635,-0.248898223,24.400011,21.920008,20.30784,19.614042,19.22188,18.692045,18.19703,18.147146,17.73088,17.485308,0.4477248,GALAXY
349.6802368,0.553647935,23.757565,21.768475,20.305906,19.689941,19.233448,18.843683,18.341356,18.067194,18.769611,18.937399,0.3010916,GALAXY
14.36351967,-0.555041671,22.78454,21.604551,20.30193,19.580072,19.223082,18.855623,18.488192,18.078953,17.77654,17.752481,0.55199987,GALAXY
19.00675392,0.194847718,22.00594,20.969643,20.294537,19.9501,19.696156,19.452341,19.378967,19.381481,18.840172,18.740852,0.342382,GALAXY
334.6145325,0.115928791,22.437,21.580904,20.288097,19.66504,19.304148,19.00695,18.582747,18.368858,18.513786,18.622236,0.495,GALAXY
29.95235487,0.506013093,22.333384,21.388979,20.284832,19.804909,19.391094,18.8742,18.519375,18.274214,18.04644,17.69699,0.4099288,GALAXY
9.824051288,0.900354643,22.989779,21.27232,20.271193,19.815784,19.515848,19.281572,19.04925,18.559828,,,0.3523108,GALAXY
19.46670532,-0.277006179,21.903988,21.149809,20.267242,19.909369,19.773638,19.80162,19.2874,19.283089,19.801086,19.813879,0.354764,GALAXY
334.6845703,0.076742381,22.064528,21.453197,20.241026,19.813467,19.495382,19.124105,18.8135,18.736084,19.24359,19.28807,0.326,GALAXY
15.70373631,0.115998134,21.103533,20.712135,20.21881,19.669184,19.50255,19.205952,18.648449,18.371346,17.907017,18.07261,0.6389617,GALAXY
25.47324562,0.241326571,22.068281,21.39342,20.2101,19.579481,19.253393,18.921156,18.675951,18.394165,18.534807,18.741827,0.427916,GALAXY
19.3964386,0.187286898,23.043695,21.651794,20.186918,19.635092,19.27777,18.862473,18.418127,18.104265,18.655354,18.764309,0.36278734,GALAXY
352.7295227,0.154057115,22.62342,21.654957,20.175081,19.387457,19.076351,19.252111,18.96363,18.563677,18.520473,18.844166,0.47881436,GALAXY
334.9660645,0.081354082,21.882324,21.149866,20.172659,,19.42189,19.081066,18.783876,18.759003,19.320189,19.19,0.341,GALAXY
359.281189,-0.953187346,22.188385,21.371714,20.168642,19.407745,19.18669,19.11898,18.656153,18.4069,17.914583,17.670874,0.5364779,GALAXY
25.53227043,-0.222571433,22.307987,21.307455,20.167816,19.406029,18.991589,18.775473,18.433592,18.242167,18.195778,18.37043,0.4897929,GALAXY
18.84443855,-0.034589007,22.179764,20.717972,20.167301,19.99689,19.794699,19.889065,19.906584,,19.88784,20.313335,0.0480781,GALAXY
24.55472183,-0.164810717,22.497995,21.399284,20.1593,19.580406,19.24174,18.846287,18.508583,18.224184,18.369625,18.475815,0.471593,GALAXY
19.76077843,0.205909654,21.446993,20.857637,20.158537,19.635057,19.355371,19.057806,18.78276,18.46517,18.250294,18.426796,0.5560033,GALAXY
15.17221069,0.049157865,20.89446,20.736124,20.153152,19.655712,19.5674,19.139538,18.75368,18.33959,18.265293,18.314945,0.5600532,GALAXY
26.96549416,-0.041017294,23.68882,21.68498,20.152882,19.494928,19.082245,18.63697,18.207983,17.772429,17.023857,16.74895,0.473511,GALAXY
333.9920654,-0.40532887,21.904905,21.218784,20.143929,19.773535,19.303652,,,18.365454,,,0.345,GALAXY
353.3034668,-0.037244651,24.377508,21.515148,20.113575,19.530773,19.165722,18.730442,18.42157,18.132736,18.742868,18.827509,0.27488,GALAXY
26.71558571,0.16687341,22.22609,21.12909,20.112541,19.680235,19.356987,18.870342,18.544785,18.208181,18.596588,18.429333,0.28834906,GALAXY
20.50653839,0.175136626,22.309088,21.03942,20.099432,19.539911,19.280247,19.105837,18.687426,18.558558,17.791885,17.90886,0.5990023,GALAXY
334.0475464,0.53628087,21.891464,21.185661,20.098259,19.660282,19.284073,18.818233,18.496798,18.075153,18.433018,18.486687,0.43,GALAXY
355.8296602,0.354312582,23.30204,21.479542,20.095987,19.450153,19.02514,18.684477,18.43946,18.18661,18.446962,18.536879,0.3994291,GALAXY
27.1596241,0.311740965,22.540382,21.319014,20.090143,19.428759,19.057316,18.67927,18.257587,18.08383,18.410013,18.55477,0.40604064,GALAXY
333.8138428,0.679103196,22.43534,21.5863,20.089537,19.3328,18.913797,18.714699,18.368639,18.032887,18.28068,18.52765,0.4573475,GALAXY
17.48307228,0.483984381,22.699062,21.322807,20.068718,19.215084,18.790327,18.43258,17.994469,17.716812,17.702728,17.87861,0.5145842,GALAXY
17.20242119,-0.55300945,20.873724,20.53872,20.058832,19.7223,19.60117,19.208832,19.122915,18.82924,18.974909,19.035667,0.15,GALAXY
334.9465027,0.104069062,21.533146,20.556818,20.054089,19.78671,19.61731,19.663202,19.90857,19.627748,20.26625,19.92262,0.2122,GALAXY
19.4646759,-0.327446461,21.662937,20.86827,20.050013,19.817759,19.487877,19.011341,18.651552,18.537054,18.514004,18.122215,0.3405867,GALAXY
353.0606995,-0.536087334,21.54512,20.942879,20.048496,19.589499,19.17519,18.94907,18.71723,18.462181,18.377268,18.42158,0.4,GALAXY
333.7004395,-0.292714357,21.447197,20.900269,20.036392,19.678095,19.250948,19.151165,18.743383,18.370945,18.84509,18.656708,0.36,GALAXY
1.193832242,0.162464193,20.758083,20.451908,20.026222,19.336906,19.006948,18.910418,18.566038,18.301212,17.4329,17.467222,0.7886699,GALAXY
334.0355225,0.702470005,23.282421,21.456486,20.021372,19.446014,19.068537,18.49517,18.178967,17.757215,18.4558,18.593565,0.36,GALAXY
27.29216003,0.216038182,21.43445,20.73158,19.997498,19.757887,19.453426,19.358345,19.182537,19.09598,18.681477,18.520443,0.348099,GALAXY
351.8435059,-0.808343709,22.038626,20.989979,19.99587,19.589125,19.273659,19.036093,18.744642,18.561857,19.163715,19.239874,0.274,GALAXY
18.32816124,0.482236445,21.319431,20.75626,19.965199,19.553354,19.26498,18.8828,18.639372,18.623001,18.47798,18.585926,0.44223744,GALAXY
37.53845311,-0.977830572,22.422522,21.20619,19.962793,19.480852,19.090925,18.665949,18.425041,18.054327,,,0.371996,GALAXY
14.43319225,-0.173721686,22.600182,21.079302,19.961256,19.475636,19.167583,18.68411,18.425035,18.247692,18.78852,18.896452,0.26597932,GALAXY
14.47328949,0.266822964,22.76839,21.179853,19.95143,19.088371,18.574211,18.389557,18.270775,17.659113,17.244545,17.329128,0.4937117,GALAXY
45.82599572,-1.002590797,21.800732,20.967249,19.95096,19.543715,19.218937,18.939545,18.609465,,,,0.395,GALAXY
21.39151764,-1.095520139,20.429686,20.062311,19.947273,19.611454,19.623667,19.553726,19.222395,18.920734,18.264978,17.995173,0.59579,GALAXY
323.4351208,-0.772025381,22.277056,20.9737,19.94666,19.478086,19.114716,18.709352,18.39866,18.106466,,,0.344,GALAXY
16.91028023,0.328414768,23.046604,21.24709,19.94519,19.451233,19.027267,18.733727,18.44126,18.19169,18.733274,19.065933,0.26909775,GALAXY
25.82890511,-0.546247005,22.540855,21.182135,19.944618,19.426868,19.015942,18.657307,18.226229,17.89784,18.18444,18.241821,0.37982213,GALAXY
21.31423759,-0.117256269,22.597282,21.34189,19.944263,18.958433,18.507067,18.141874,17.76352,17.485018,17.543844,17.893526,0.5458651,GALAXY
16.00129318,-0.244058043,22.198622,21.071552,19.928352,19.389637,19.142437,18.813547,18.52371,18.315908,19.106194,19.247854,0.2273879,GALAXY
26.46900749,-0.424734265,23.754164,21.50525,19.92044,19.349558,18.952374,18.572796,18.207937,18.01687,18.300167,18.442327,0.4016761,GALAXY
16.05883026,-0.15355587,22.946558,21.458557,19.907625,19.308277,18.942205,18.54442,18.228851,18.026476,18.296303,18.35759,0.3961475,GALAXY
20.79797935,-0.36668992,22.09344,21.199451,19.902271,19.391184,19.04604,18.758234,18.477537,18.133842,18.416712,18.464811,0.4369208,GALAXY
10.6529894,0.918073777,23.712532,21.502811,19.894169,19.086508,18.71201,18.392641,18.156738,17.887476,,,0.5002655,GALAXY
20.92521477,0.896746933,22.668167,20.965626,19.886951,19.33529,18.962145,18.85079,18.672125,18.243353,,,0.255,GALAXY
