counter,RA,DEC,G_MAG_AB,R_MAG_AB,Y_MAG_AB,J_MAG_AB,H_MAG_AB,K_MAG_AB,ch1_mag,ch2_mag,gj,rj,jk,rk,petro_g,petro_r,Fpk,Hpk,redshift,specObjID,class
182,23:18:03.03,+00:09:49.3,23.6101,22.0933,20.478785,19.780508,19.528711,18.803232,17.174395,16.914455,3.8295915,2.3127916,0.9772757,3.2900672,4.675730300903321,5.399697635650635,-999.0,-999.0,-999.0,0,none
74,01:58:21.09,+00:27:52.7,22.806,21.9611,19.966055,19.82468,19.153103,18.769571,17.981083,17.459742,2.9813192,2.136419,1.0551089,3.1915278,4.469256099700928,4.5163005867004395,1.43,1.35,1.352,NIRES091818,QSO
9,00:04:11.62,+00:13:14.3,23.269,21.3521,19.879957,19.562054,19.061491,18.58928,18.880589,18.582056,3.7069452,1.7900465,0.9727744,2.7628207,5.1634283409118655,4.658480529785156,-999.0,-999.0,-999.0,0,none
216,23:43:27.59,-00:33:48.1,23.1697,21.6726,20.06199,20.018776,19.466085,18.889189,18.226269,18.054785,3.1509244,1.6538236,1.129587,2.7834105,4.317666881561279,4.048205108642578,-999.0,-999.0,-999.0,0,none
130,22:25:12.61,+00:37:34.7,22.9488,21.8369,20.605837,20.033295,19.3979,17.102247,19.06589,19.020247,2.9155042,1.8036058,2.9310484,4.734654,9.143940673828125,6.046041000366211,-999.0,-999.0,-999.0,0,none
71,01:57:25.40,-00:51:14.6,22.4808,21.2006,19.952055,19.570675,19.041164,18.556599,17.626598,17.351961,2.9101255,1.6299245,1.0140761,2.6440005,4.39398454284668,4.146215274810791,-999.0,-999.0,0.583,Gemini18B,QSO
16,00:15:52.05,-00:59:15.6,23.1471,21.6604,20.154078,19.971056,19.268772,18.851816,18.694536,18.780142,3.1760442,1.6893442,1.1192397,2.8085837,4.850057750701905,3.8054020042419436,-999.0,-999.0,-999.0,0,none
205,23:36:21.76,+00:52:25.2,22.497,21.4211,20.189142,19.430565,18.993237,18.190762,17.257559,16.97206,3.0664346,1.9905355,1.2398032,3.2303386,4.91356799697876,5.650602951049805,-999.0,-999.0,-999.0,0,none
126,22:24:09.44,-00:15:23.9,23.5393,22.9742,20.697332,19.717018,18.881552,17.971811,17.905102,17.479963,3.8222826,3.257181,1.7452067,5.0023875,3.7165393981933597,3.4708608283996583,-999.0,-999.0,2.22,Gemini,QSO
64,01:53:37.11,-00:38:13.0,22.9359,21.9708,19.698969,19.662199,18.90244,18.596663,19.040916,19.135971,3.2737005,2.3086011,1.0655364,3.3741374,6.12366459274292,6.299298728942872,-999.0,-999.0,-999.0,Gemini18B,none
11,00:12:15.00,+00:48:25.7,23.9467,22.395,20.113674,19.478487,19.022444,18.68961,17.535511,17.013062,4.4682117,2.9165132,0.78887737,3.7053905,4.105442882537842,3.4036914825439455,-999.0,-999.0,-999.0,0,none
104,22:08:45.96,+00:37:43.5,22.9371,20.9344,19.581144,19.254114,18.582037,18.251202,18.462442,18.483479,3.682985,1.6802862,1.0029124,2.6831985,7.616030754089356,8.61390259552002,-999.0,-999.0,999.0,TSPEC082918,??
160,22:51:55.04,+01:02:43.4,23.8958,21.4062,20.095106,19.63998,19.159197,18.720953,18.436796,18.500093,4.255819,1.7662199,0.9190272,2.685247,5.365720767974854,7.608189880371094,-999.0,-999.0,-999.0,NIRES092218,none
49,00:50:03.70,-00:12:07.3,22.9633,21.5985,19.41552,18.999687,18.589474,18.230623,18.57537,18.57858,3.9636133,2.5988119,0.76906383,3.3678756,3.2534093284606933,2.9962311630249023,-999.0,-999.0,-999.0,Gemini,none
224,23:48:12.30,-00:50:12.6,22.609,21.1276,20.083197,19.416544,18.921864,18.507973,18.828014,18.737932,3.192455,1.7110555,0.9085711,2.6196265,6.685589218139649,5.417208744049073,-999.0,-999.0,-999.0,0,none
211,23:40:03.28,+00:31:22.2,23.1593,21.4226,20.320578,19.896946,19.18763,18.74853,19.133343,19.216005,3.2623537,1.5256536,1.1484164,2.67407,5.917190013885499,6.066427196502686,-999.0,-999.0,-999.0,0,none
62,01:52:52.36,+00:25:08.0,22.7449,21.1421,19.733086,19.34337,18.922548,18.539125,18.166182,18.034271,3.401529,1.7987287,0.8042449,2.6029735,7.267899284362794,6.099358337402344,-999.0,-999.0,-999.0,0,none
141,22:34:56.25,+00:05:30.7,23.0998,21.4567,20.116999,19.856535,19.162626,18.82419,18.735205,18.722849,3.243265,1.6001642,1.0323447,2.6325088,8.70642505645752,5.332527912139893,-999.0,-999.0,-999.0,0,none
30,00:23:23.35,+00:50:05.3,23.0183,21.3112,20.369282,19.609398,19.12661,18.706873,19.053808,19.138788,3.408901,1.7018011,0.9025248,2.6043258,5.823100662231446,5.4548447113037115,-999.0,-999.0,-999.0,0,none
171,23:05:51.49,-00:22:44.6,23.218,21.5843,20.369322,19.71894,19.502129,18.738487,18.922981,18.953276,3.4990594,1.8653581,0.9804534,2.8458114,7.828253997802735,6.140914741516114,-999.0,-999.0,-999.0,NIRES091818,none
24,00:21:17.54,+00:15:05.4,23.0772,21.445,20.046766,19.897892,19.115116,18.766512,17.920576,17.905872,3.1793077,1.5471075,1.13138,2.6784873,4.996158130645752,4.466119674682617,-999.0,-999.0,-999.0,0,none
140,22:34:30.53,+00:05:57.5,22.9573,21.2383,20.152035,19.68024,19.094809,18.551361,18.896025,18.880016,3.2770593,1.5580595,1.1288794,2.6869388,6.450364517211915,6.991379516601563,-999.0,-999.0,-999.0,0,none
194,23:27:18.28,+00:42:52.9,23.4302,21.4754,19.87039,19.568232,19.156895,18.783468,18.235868,18.010054,3.8619688,1.9071691,0.7847632,2.6919322,11.796745948791504,11.215480476379396,-999.0,-999.0,-999.0,0,none
57,01:47:24.56,+00:15:29.2,22.1109,21.0349,19.865736,19.447983,18.967905,18.277002,16.9584,16.33638,2.6629179,1.5869176,1.1709803,2.7578979,4.666844078063965,5.548934062957764,-999.0,-999.0,-999.0,TSPEC082818,none
208,23:38:04.57,+00:52:13.1,23.7703,21.8756,20.20495,19.414211,18.533905,17.883938,16.502172,16.138258,4.356088,2.4613893,1.5302743,3.9916635,4.197441535949707,8.715049186706544,-999.0,-999.0,-999.0,0,none
125,22:23:52.60,-00:47:48.8,23.1344,21.564,20.313519,19.634243,19.132523,18.841915,19.191797,19.229916,3.5001562,1.9297559,0.79232776,2.7220836,4.8529324607849125,3.7803109817504885,-999.0,-999.0,-999.0,NIRES091818,none
18,00:17:42.14,+00:37:17.9,22.6011,22.0745,19.97713,19.735699,19.408669,18.87875,19.073723,19.142057,2.865402,2.3388002,0.85694873,3.1957488,6.200504550933839,7.203081596374512,-999.0,-999.0,-999.0,0,none
10,00:11:39.70,-00:10:25.3,23.1258,22.328,20.269125,19.460985,19.313692,18.569656,17.359503,16.895254,3.6648138,2.8670137,0.8913287,3.7583423,5.177803024291992,3.7071301231384277,-999.0,-999.0,-999.0,0,none
152,22:48:06.28,+00:33:11.1,24.4809,22.7865,20.454222,19.783106,19.319017,18.818525,17.339958,17.265293,4.6977935,3.0033948,0.9645804,3.9679751,3.467201728820801,4.443120105743408,-999.0,-999.0,0.88,Gemini,QSO
124,22:22:43.35,-00:29:56.1,22.657,21.3166,19.755054,19.198795,18.70238,18.372616,18.937078,18.852842,3.458204,2.1178052,0.8261794,2.9439845,3.8994913558959965,3.587950126647949,-999.0,-999.0,-999.0,0,none
164,22:58:52.53,+00:18:39.8,23.1365,21.7715,20.219894,19.874706,19.216335,18.649614,18.929468,18.889223,3.261793,1.8967931,1.2250918,3.1218848,6.699702186584473,3.8033109283447266,-999.0,-999.0,-999.0,NIRES092218,none
201,23:30:54.91,+00:56:56.9,23.3269,21.59,20.255287,19.866182,19.098785,18.762281,18.960617,18.887865,3.460718,1.7238176,1.1039008,2.8277183,6.217754322052002,5.991155261993408,-999.0,-999.0,-999.0,0,none
203,23:33:07.40,+00:55:06.4,22.8613,21.6184,20.593056,20.108574,19.40683,18.839222,18.514269,18.550991,2.7527254,1.5098264,1.2693518,2.7791781,4.4786649971008305,5.934701499938965,-999.0,-999.0,-999.0,0,none
150,22:46:26.06,+00:48:08.5,22.9831,21.2728,20.21288,19.64929,19.053354,18.640886,18.932909,18.851236,3.3338106,1.6235101,1.0084037,2.6319137,4.725650253295899,5.120565250396729,-999.0,-999.0,999.0,NIRES092218,?
196,23:28:01.96,-00:28:22.1,22.1886,20.7876,19.264484,19.21418,18.566456,17.895296,16.86127,16.672306,2.9744203,1.5734193,1.3188847,2.892304,6.251731189727783,5.233472774505615,-999.0,-999.0,-999.0,0,none
112,22:14:38.06,+00:49:09.2,22.4646,21.082,19.866644,19.31235,18.520248,17.994434,18.144482,18.041004,3.15225,1.7696512,1.3179148,3.087566,6.960016777038574,5.772919750213624,-999.0,-999.0,999.0,TSPEC082818,??
4,00:00:32.18,+00:41:42.1,23.4021,21.9563,20.369802,19.740633,19.582993,18.790592,18.524115,18.444016,3.6614664,2.2156675,0.9500407,3.165708,4.812683120727539,4.537471172332764,-999.0,-999.0,-999.0,0,none
200,23:30:49.95,+00:50:20.9,23.5168,21.3072,20.206676,19.65708,18.99095,18.608528,18.662817,18.742205,3.85972,1.6501195,1.0485514,2.6986709,4.459063190460205,7.534224632263184,-999.0,-999.0,-999.0,NIRES092318,none
191,23:26:07.59,+00:17:49.1,22.4975,21.6561,19.991018,19.706724,19.271854,18.870152,18.078615,18.154795,2.790775,1.9493749,0.8365725,2.7859473,3.9870468978881837,3.9162184524536134,-999.0,-999.0,999.0,NIRES091818,??
237,23:56:46.43,-00:56:22.2,23.693,22.7535,20.780567,19.689388,19.182117,18.623104,17.578903,17.09441,4.003612,3.0641115,1.0662841,4.1303954,4.430574783325196,3.396634620666504,-999.0,-999.0,0.876,Gemini,QSO
127,22:24:20.46,+00:50:38.2,23.1191,21.7748,20.02563,19.261927,18.930933,17.068174,18.27231,17.830782,3.8571737,2.5128725,2.1937523,4.7066245,,5.072997333526612,-999.0,-999.0,-999.0,0,none
25,00:21:32.72,+00:43:38.3,22.6211,21.2211,20.135817,19.563522,19.0333,18.48406,17.640324,17.274273,3.057577,1.6575773,1.0794619,2.737039,5.915884082794189,5.352652770996094,-999.0,-999.0,-999.0,0,none
95,02:18:13.61,+00:13:26.3,22.4433,20.9345,19.473173,19.42382,18.676888,18.112679,18.356007,18.29546,3.0194795,1.510679,1.3111418,2.8218207,3.648585662841797,5.4509246520996095,-999.0,-999.0,2.181,TSPEC082818,QSO
131,22:25:21.99,-00:19:46.3,23.1917,21.464,20.499958,19.880795,19.428612,18.812025,19.084314,19.134626,3.3109052,1.5832059,1.0687693,2.6519752,5.521230045318604,5.2501998710632325,-999.0,-999.0,-999.0,0,none
81,02:02:21.07,-00:30:40.4,22.1663,20.5981,19.52792,18.963036,18.362194,17.929186,17.917034,17.790567,3.203264,1.6350648,1.0338496,2.6689143,5.861782356262207,6.278912910461426,-999.0,-999.0,999.0,TSPEC082718,??
76,01:59:10.14,+01:01:26.5,22.8906,21.6125,19.566975,19.465324,19.37619,18.71226,18.106535,18.053753,3.4252756,2.1471746,0.753065,2.9002395,3.284772445678711,4.4104499244689945,-999.0,-999.0,999.0,NIRES091818,??
20,00:17:55.84,+00:50:47.5,23.1346,21.6043,20.109879,19.58175,19.257719,18.624626,19.282793,19.323788,3.5528486,2.0225484,0.9571246,2.979673,5.655830451965333,4.317667636871338,-999.0,-999.0,999.0,NIRES080418_0922,?
189,23:25:33.45,+00:56:58.8,23.8279,22.9265,20.245733,19.509106,19.007557,18.765951,17.742996,17.029814,4.318794,3.4173944,0.7431544,4.1605487,3.4860195236206057,6.200766265869141,-999.0,-999.0,1.569,Gemini,QSO
206,23:37:07.75,-00:11:45.4,23.324,21.6017,20.316574,20.00307,19.204714,18.724482,18.995108,19.043505,3.3209283,1.5986288,1.2785891,2.8772178,4.602810779571533,4.401302742004395,-999.0,-999.0,-999.0,0,none
172,23:06:33.75,-00:19:49.4,22.8103,21.3927,20.025105,19.823763,19.23852,18.672869,18.515001,18.582495,2.9865377,1.5689371,1.150894,2.719831,5.854463779449463,5.918236118316651,-999.0,-999.0,-999.0,0,none
105,22:10:00.83,+00:11:47.2,23.4526,21.524,20.23551,19.823439,19.052326,18.72413,18.952425,19.051607,3.6291616,1.7005613,1.0993079,2.799869,5.864134391784669,6.2875377960205086,-999.0,-999.0,999.0,NIRES080218,??
79,02:00:00.35,-00:25:18.6,22.7116,21.4309,20.275082,19.648737,19.240614,18.807434,18.86826,18.902428,3.0628622,1.7821634,0.84130275,2.623466,4.897363952636719,5.32547142791748,-999.0,-999.0,-999.0,0,none
219,23:46:42.13,+00:12:07.3,22.3867,21.927,19.524292,19.42613,18.730734,18.419031,18.601303,18.698864,2.9605691,2.5008695,1.007099,3.5079684,4.380393871307374,6.145096515655518,-999.0,-999.0,-999.0,Gemini18B,??
186,23:23:39.28,-00:22:11.4,22.5997,21.5122,20.094967,19.623615,18.983282,18.478287,17.814896,17.756956,2.9760854,1.8885839,1.1453284,3.0339122,4.276372192382813,4.315576183319092,0.92,-999.0,-999.0,0,none
43,00:41:29.50,+00:08:01.0,22.945,21.3517,19.978182,19.558575,18.967634,18.608295,18.639807,18.708858,3.3864248,1.7931249,0.9502791,2.743404,5.62028556060791,4.547664081573487,-999.0,-999.0,2.1?,NIRES080418_0922,QSO?
123,22:22:41.69,-00:04:27.0,25.0389,24.1704,19.51476,19.443378,19.524351,18.53955,21.240738,21.13822,5.5955215,4.7270217,0.90382755,5.6308494,2.3705351428985595,1.6392499866485597,-999.0,-999.0,-999.0,0,none
56,01:47:12.37,+00:44:53.4,22.9546,21.197,20.276417,19.533281,19.029354,18.521955,18.486404,18.569769,3.4213178,1.6637189,1.0113257,2.6750445,6.5444542465209965,7.484827354431153,-999.0,-999.0,-999.0,Gemini18B,none
178,23:14:39.55,+00:38:14.1,21.6501,20.5894,18.88922,18.42292,17.938824,17.622385,17.894796,17.841461,3.2271802,2.1664789,0.8005351,2.9670138,5.443083023071289,5.18538256072998,-999.0,-999.0,999.0,TSPEC083018,??
48,00:49:55.39,-00:47:11.9,23.137,21.459,20.070227,19.792374,19.226503,18.75854,18.96958,19.012737,3.3446252,1.6666257,1.0338343,2.70046,4.462199237823486,4.58948182296753,-999.0,-999.0,-999.0,0,none
220,23:46:48.35,+00:49:20.4,22.5014,21.4157,19.98606,19.813034,19.08719,18.698067,18.08767,18.115824,2.6883657,1.6026666,1.1149672,2.7176337,10.609125114440918,9.62850228881836,-999.0,-999.0,-999.0,NIRES092318,none
132,22:26:21.82,-00:25:59.7,23.7838,21.656,20.013607,19.480682,19.105747,18.765566,18.705353,18.568567,4.3031173,2.1753175,0.7151164,2.8904338,3.876491409301758,5.333050964355469,-999.0,-999.0,-999.0,0,none
51,00:50:48.70,+00:27:23.6,21.8593,21.2488,20.038279,19.534382,19.237791,18.31422,16.821789,16.27835,2.3249185,1.7144182,1.2201613,2.9345794,5.344289600372314,4.056307319641114,1.0799999,0.71,-999.0,0,none
145,22:42:53.04,+00:53:30.5,23.0533,21.509,20.023502,20.008501,19.278221,18.817123,18.352617,18.161888,3.0447996,1.5004995,1.1913775,2.691877,4.104658870697022,3.989399311065674,-999.0,-999.0,-999.0,0,none
133,22:26:26.09,-00:13:27.8,22.5786,21.3126,19.95645,19.613358,19.182976,18.698317,18.576996,18.527761,2.9652421,1.6992414,0.91504085,2.6142821,3.605983909606934,3.326590187072754,-999.0,-999.0,999.0,NIRES080318,?
102,02:22:52.91,-00:43:52.2,22.366,21.4493,20.584728,19.633734,19.290407,18.819748,17.858881,17.660727,2.7322652,1.8155668,0.8139857,2.6295524,6.013893871307373,6.141959712982178,-999.0,-999.0,-999.0,0,none
55,00:54:26.80,+00:14:38.8,21.9034,20.5287,19.514503,18.972878,18.324804,17.761864,17.752895,17.750784,2.9305227,1.5558221,1.2110137,2.7668357,5.5606957511901856,5.220927452087403,1.02,0.75,999.0,TSPEC082718,??
13,00:14:53.85,+00:40:01.2,22.8729,21.6203,19.584682,19.468552,18.930237,18.389635,17.401804,16.856028,3.4043481,2.1517484,1.0789164,3.2306647,5.219359050750732,3.32240841293335,-999.0,-999.0,-999.0,0,none
167,23:01:59.80,+00:14:27.6,22.9114,21.6928,20.404778,19.844791,19.153393,18.746202,18.95189,19.03635,3.0666082,1.8480089,1.0985888,2.9465976,4.871489295959472,6.184039169311523,-999.0,-999.0,999.0,NIRES080218,?
80,02:02:14.29,-00:17:48.4,21.8464,21.402,20.201174,19.581646,19.269642,18.770527,17.991934,18.009,2.264753,1.8203542,0.81111896,2.631473,4.18228284072876,3.7259482955932617,67.49,37.32,-999.0,0,none
36,00:30:04.97,+00:25:01.2,22.997,22.1429,19.825134,19.30157,18.621954,18.00772,17.517044,16.839203,3.6954286,2.8413293,1.2938498,4.135179,4.942317741394043,9.212417839050293,-999.0,-999.0,-999.0,0,none
238,23:57:38.45,+00:45:41.5,24.2575,22.233,20.239206,20.153868,19.7104,18.63258,17.57046,17.1792,4.1036315,2.0791318,1.5212878,3.6004195,4.177317054748535,3.467201728820801,-999.0,-999.0,0.467,Gemini,QSO/AGN
110,22:12:55.27,+00:01:08.2,23.321,22.5719,20.776718,20.233511,19.261162,18.842813,17.56702,16.81474,3.087488,2.3383882,1.3906974,3.7290854,4.087670436859131,3.5309733123779297,1.1,0.53,1.522,NIRES091818,QSO
239,23:58:39.99,-00:48:57.7,23.1612,21.356,20.390093,19.708775,19.160656,18.689625,18.879488,18.875639,3.4524248,1.6472261,1.0191497,2.6663756,8.057205848693847,6.028007217407227,-999.0,-999.0,-999.0,0,none
233,23:54:46.84,-00:44:17.6,22.8219,22.169,20.728575,20.110823,19.538248,18.31124,16.67346,16.039476,2.7110765,2.0581777,1.7995833,3.857761,4.78811515045166,3.341226585388184,-999.0,-999.0,?,Gemini,QSO
37,00:30:30.88,-00:34:22.4,22.7951,21.4104,20.252615,19.41549,19.010408,18.311056,17.27934,16.989735,3.3796098,1.994911,1.104433,3.0993438,7.020652313232422,7.197854095458985,7.81,-999.0,-999.0,0,none
33,00:25:51.87,+00:21:13.9,22.5651,21.1335,19.855371,19.519297,19.030584,18.423338,18.573938,18.621902,3.0458028,1.6142023,1.0959586,2.7101607,5.342198146820069,5.1631666259765625,-999.0,-999.0,-999.0,0,none
23,00:20:54.03,+00:13:31.0,23.2039,21.5391,20.198078,19.671373,19.165905,18.602667,19.037373,18.97446,3.5325258,1.867727,1.0687064,2.9364333,5.445174476623535,4.528845909118653,-999.0,-999.0,999.0,NIRES080418_0922,?
139,22:32:53.43,-00:53:39.8,23.0978,21.7016,20.312096,20.08417,19.1705,18.798594,18.93794,18.999502,3.0136297,1.6174295,1.2855757,2.9030051,5.650341613769531,5.227199924468994,-999.0,-999.0,-999.0,NIRES091818,none
32,00:24:58.30,+00:30:00.1,23.4141,22.1628,20.401876,19.716919,19.025162,18.792313,18.128263,17.662277,3.6971815,2.4458807,0.9246062,3.3704867,3.149649364471436,2.7913249855041506,-999.0,-999.0,-999.0,0,none
17,00:17:32.34,-00:04:45.3,23.3359,21.9261,20.305336,19.435913,18.911001,18.540066,17.72955,17.802277,3.899986,2.4901865,0.8958472,3.3860335,7.096446922302246,5.243143386840821,-999.0,-999.0,-999.0,Gemini18B,none
