,data,RA,DEC,G_mag,R_mag,J_mag,K_mag,redshift,U_mag,I_mag,Z_mag,ug,ur,ui,uz,uj,uk,uw1,uw2,gr,gi,gz,gk,gw1,gw2,ri,rz,rw1,rw2,iz,ij,ik,iw1,iw2,zj,zk,zw1,zw2,jw1,jw2,kw1,kw2,w1w2,class_cleaned,class_bin
0,SpIES,00:00:16.67,+00:05:22.5,23.3576,21.6781,19.708937,18.771132,999.0,24.349,20.413,19.743,0.9913999999999988,2.6709,3.936,4.606000000000002,4.640063000000001,5.577867999999999,6.331862000000001,6.792161,1.6795000000000009,2.944600000000001,3.614600000000003,4.586468,5.340462000000002,5.800761000000001,1.2651000000000003,1.935100000000002,3.6609620000000014,4.1212610000000005,0.6700000000000017,0.7040630000000014,1.6418679999999988,2.395862000000001,2.856161,0.0340629999999997,0.9718679999999972,1.7258619999999991,2.1861609999999985,1.6917989999999996,2.1520979999999987,0.7539940000000023,1.2142930000000014,0.4602989999999991,?,0
1,SpIES,00:15:13.51,-00:32:59.1,22.5644,21.4342,19.459167,18.521544,0.832,24.234,20.288,19.581,1.6696000000000026,2.799800000000001,3.9460000000000015,4.653000000000002,4.774833000000001,5.712456000000003,6.839255000000001,7.140017,1.1301999999999983,2.276399999999999,2.9834,4.042856,5.169654999999999,5.470416999999998,1.1462000000000003,1.853200000000001,4.039455,4.340216999999999,0.7070000000000007,0.8288329999999995,1.7664560000000016,2.893255,3.1940169999999988,0.1218329999999987,1.0594560000000008,2.186254999999999,2.487016999999998,2.0644220000000004,2.3651839999999997,1.1267989999999983,1.4275609999999972,0.3007619999999988,QSO,1
2,SpIES,00:17:55.84,+00:50:47.5,23.1346,21.6043,19.58175,18.624626,999.0,23.071,20.543,20.12,-0.0635999999999974,1.466700000000003,2.5280000000000022,2.9510000000000005,3.489250000000002,4.446374000000002,3.788207,3.747212000000001,1.5303000000000004,2.5916,3.014599999999998,4.509974,3.851806999999997,3.810811999999999,1.0612999999999992,1.4842999999999975,2.321506999999997,2.280511999999998,0.4229999999999982,0.9612499999999996,1.918374,1.2602069999999976,1.2192119999999989,0.5382500000000014,1.4953740000000018,0.8372069999999994,0.7962120000000006,0.2989569999999979,0.2579619999999991,-0.6581670000000024,-0.6991620000000012,-0.0409949999999987,?,0
3,SpIES,00:20:54.03,+00:13:31.0,23.2039,21.5391,19.671373,18.602667,999.0,23.329,20.817,20.527,0.1250999999999997,1.7898999999999994,2.5120000000000005,2.802,3.6576270000000015,4.726333,4.291627000000002,4.35454,1.6647999999999996,2.3869000000000007,2.6769,4.601233000000001,4.166527000000002,4.22944,0.7221000000000011,1.0121000000000002,2.5017270000000025,2.5646400000000007,0.2899999999999991,1.145627000000001,2.214333,1.7796270000000014,1.84254,0.8556270000000019,1.9243330000000007,1.4896270000000025,1.5525400000000005,0.6340000000000003,0.6969129999999986,-0.4347059999999985,-0.3717930000000002,0.0629129999999982,?,0
4,SpIES,00:21:42.95,-00:06:07.2,22.9102,21.4839,19.832794,18.693705,2.1,22.953,20.788,20.466,0.0427999999999997,1.469100000000001,2.164999999999999,2.4869999999999983,3.120206,4.259294999999998,4.177098000000001,4.230726999999998,1.4263000000000012,2.1221999999999994,2.4441999999999986,4.216494999999998,4.134298000000001,4.187926999999998,0.6958999999999982,1.0178999999999974,2.707998,2.761626999999997,0.3219999999999992,0.9552060000000004,2.094294999999999,2.0120980000000017,2.065726999999999,0.6332060000000013,1.7722949999999995,1.6900980000000023,1.7437269999999998,1.0568920000000013,1.1105209999999983,-0.0821969999999971,-0.0285679999999999,0.0536289999999972,QSO,1
5,SpIES,00:24:03.57,-00:04:21.8,22.7103,21.4831,19.942816,18.641287,999.0,24.425,20.774,20.071,1.7147000000000006,2.9419000000000004,3.651,4.353999999999999,4.482184,5.783713000000002,5.190422999999999,5.504176000000001,1.2271999999999998,1.9362999999999992,2.639299999999998,4.069013000000002,3.4757229999999986,3.789476000000001,0.7090999999999994,1.4120999999999988,2.2485229999999987,2.5622760000000007,0.7029999999999994,0.8311840000000004,2.1327130000000025,1.539422999999999,1.8531760000000013,0.1281840000000009,1.4297130000000031,0.8364229999999999,1.150176000000002,0.708238999999999,1.021992000000001,-0.5932900000000032,-0.2795370000000012,0.3137530000000019,?,0
6,SpIES,00:37:53.85,-00:51:52.3,22.1846,21.7524,18.755983,17.356277,0.860,22.693,20.587,19.633,0.5084000000000017,0.9406,2.1060000000000016,3.0600000000000023,3.937017000000001,5.336723000000003,6.818943000000001,7.4117000000000015,0.4321999999999981,1.5976,2.5516000000000005,4.828323000000001,6.310542999999999,6.9033,1.1654000000000018,2.1194000000000024,5.878343000000001,6.471100000000002,0.9540000000000006,1.8310169999999992,3.230723000000001,4.712942999999999,5.3057,0.8770169999999986,2.2767230000000005,3.758942999999999,4.351699999999999,2.881926,3.4746830000000006,1.482219999999998,2.0749769999999987,0.5927570000000006,QSO,1
7,SpIES,00:41:29.50,+00:08:01.0,22.945,21.3517,19.558575,18.608295,2.1?,24.854,20.646,20.205,1.908999999999999,3.502299999999998,4.207999999999998,4.649000000000001,5.295424999999998,6.245705000000001,6.214192999999998,6.145142,1.5932999999999993,2.2989999999999995,2.740000000000002,4.336705000000002,4.305192999999999,4.236142000000001,0.7057000000000002,1.1467000000000027,2.711893,2.6428420000000017,0.4410000000000025,1.0874249999999996,2.0377050000000025,2.006193,1.9371420000000013,0.6464249999999971,1.596705,1.5651929999999972,1.496141999999999,0.918768,0.8497170000000018,-0.0315120000000028,-0.100563000000001,-0.0690509999999982,QSO,1
8,SpIES,00:47:16.57,+00:22:49.6,22.5392,21.1434,19.479342,18.47449,-999.0,25.337,20.299,19.766,2.7977999999999987,4.1936,5.038,5.5710000000000015,5.857658000000001,6.86251,6.54682,6.479561,1.3958000000000013,2.240200000000001,2.7732000000000028,4.064710000000002,3.7490200000000016,3.6817610000000016,0.8444000000000003,1.3774000000000015,2.3532200000000003,2.2859610000000004,0.5330000000000013,0.8196580000000004,1.82451,1.50882,1.441561,0.2866579999999992,1.2915099999999988,0.9758199999999988,0.9085609999999988,0.6891619999999996,0.6219029999999997,-0.31569,-0.382949,-0.0672589999999999,QSO,1
9,SpIES,00:48:58.08,-00:15:34.6,24.0693,21.428,19.821133,18.69751,999.0,22.381,20.07,19.225,-1.688299999999998,0.9529999999999994,2.311,3.155999999999999,2.559867000000001,3.683489999999999,3.960123,4.157539,2.641299999999997,3.999299999999998,4.844299999999997,5.371789999999997,5.6484229999999975,5.845838999999998,1.3580000000000003,2.2029999999999994,3.007123,3.2045390000000005,0.8449999999999989,0.2488670000000006,1.372489999999999,1.6491229999999997,1.846539,-0.5961329999999982,0.5274900000000002,0.8041230000000006,1.001539000000001,1.4002559999999988,1.597671999999999,0.2766330000000003,0.4740490000000008,0.1974160000000004,?,0
10,SpIES,00:54:26.80,+00:14:38.8,21.9034,20.5287,18.972878,17.761864,999.0,24.152,19.806,19.349,2.2486,3.6233,4.346,4.803000000000001,5.179122,6.390136000000002,6.399105000000002,6.401216000000002,1.3747000000000007,2.0974000000000004,2.554400000000001,4.141536000000002,4.1505050000000026,4.152616000000002,0.7226999999999997,1.1797000000000004,2.775805000000002,2.777916000000001,0.4570000000000007,0.8331219999999995,2.0441360000000017,2.053105000000002,2.055216000000001,0.3761219999999987,1.587136000000001,1.5961050000000014,1.5982160000000007,1.2199830000000027,1.222094000000002,0.0089690000000004,0.0110799999999997,0.0021109999999993,?,0
11,SpIES,01:56:24.81,-00:14:58.7,22.6757,22.2178,19.703093,18.6483,1.528,22.333,21.041,20.193,-0.3427000000000006,0.1151999999999979,1.291999999999998,2.139999999999997,2.6299069999999998,3.6847,4.843800999999999,5.512173999999998,0.4578999999999986,1.6346999999999987,2.4826999999999977,4.0274,5.186501,5.854873999999999,1.1768,2.024799999999999,4.728601000000001,5.396974,0.847999999999999,1.3379070000000013,2.3927000000000014,3.551801000000001,4.220174,0.4899070000000023,1.5447000000000024,2.703801000000002,3.372174000000001,2.213894,2.882266999999999,1.1591009999999995,1.8274739999999987,0.668372999999999,QSO,1
12,SpIES,01:57:25.40,-00:51:14.6,22.4808,21.2006,19.570675,18.556599,0.583,24.734,20.362,19.957,2.253200000000003,3.5334000000000003,4.372000000000003,4.777000000000001,5.163325,6.177401000000003,7.107402,7.382039000000002,1.2801999999999971,2.1188,2.523799999999998,3.924201,4.854201999999997,5.128838999999999,0.8386000000000031,1.2436000000000007,3.574002,3.848639000000002,0.4049999999999976,0.791324999999997,1.805401,2.735401999999997,3.010038999999999,0.3863249999999993,1.4004010000000022,2.3304019999999994,2.605039000000001,1.944077,2.218714000000002,0.9300009999999972,1.2046379999999992,0.274637000000002,QSO,1
13,SpIES,01:57:59.67,-00:42:38.6,22.4548,21.1398,19.330526,18.43902,-999.0,23.839,20.322,20.15,1.3842,2.6991999999999976,3.5169999999999995,3.689,4.508474,5.399979999999999,5.068033999999997,5.115753999999999,1.3149999999999975,2.1328,2.3048,4.01578,3.683833999999997,3.731553999999999,0.8178000000000019,0.9898000000000023,2.368834,2.416554000000001,0.1720000000000006,0.9914740000000002,1.88298,1.5510339999999978,1.5987539999999996,0.8194739999999996,1.7109799999999993,1.3790339999999972,1.426753999999999,0.5595599999999976,0.6072799999999994,-0.3319460000000021,-0.2842260000000003,0.0477200000000017,AGN,0
14,SpIES,01:58:21.09,+00:27:52.7,22.806,21.9611,19.82468,18.769571,1.352,23.125,21.222,20.618,0.318999999999999,1.1639000000000017,1.9029999999999987,2.507000000000001,3.3003199999999997,4.355429000000001,5.143916999999998,5.6652580000000015,0.8449000000000026,1.5839999999999996,2.1880000000000024,4.036429000000002,4.824916999999999,5.346258000000002,0.739099999999997,1.3430999999999995,3.9800169999999966,4.501358,0.6040000000000028,1.3973200000000006,2.452429000000002,3.240917,3.7622580000000023,0.7933199999999978,1.8484289999999997,2.636916999999997,3.158258,1.843596999999999,2.364938000000002,0.7884879999999974,1.3098290000000006,0.5213410000000032,QSO,1
15,SpIES,01:59:07.42,-00:00:28.1,22.7116,21.8037,18.999475,18.190443,999.0,21.671,18.903,18.595,-1.0406000000000013,-0.1326999999999998,2.7680000000000007,3.0760000000000005,2.671524999999999,3.480557000000001,3.3590899999999984,3.3918560000000006,0.9079000000000016,3.808600000000002,4.116600000000002,4.521157000000002,4.39969,4.432456000000002,2.9007000000000005,3.2087000000000003,3.491789999999998,3.5245560000000005,0.3079999999999998,-0.0964750000000016,0.7125570000000003,0.5910899999999977,0.623856,-0.4044750000000015,0.4045570000000005,0.2830899999999978,0.3158560000000001,0.6875649999999993,0.7203310000000016,-0.1214670000000026,-0.0887010000000003,0.0327660000000022,NL??,0
16,SpIES,01:59:10.14,+01:01:26.5,22.8906,21.6125,19.465324,18.71226,999.0,24.068,20.537,19.944,1.1774000000000022,2.4555000000000007,3.5310000000000024,4.124000000000002,4.602676000000002,5.355740000000001,5.9614650000000005,6.014247000000001,1.2780999999999985,2.3536,2.9466,4.178339999999999,4.784064999999998,4.836846999999999,1.0755000000000017,1.6685000000000016,3.505965,3.5587470000000003,0.593,1.071676,1.8247399999999985,2.430464999999998,2.483246999999998,0.4786760000000001,1.2317399999999985,1.837464999999998,1.890246999999999,1.358788999999998,1.4115709999999986,0.6057249999999996,0.6585070000000002,0.0527820000000005,?,0
17,SpIES,01:59:33.91,+00:22:30.6,23.6137,21.6956,19.909418,18.669964,999.0,23.657,21.233,20.309,0.0432999999999985,1.9614000000000007,2.4239999999999995,3.347999999999999,3.747582000000001,4.987036,4.766107999999999,4.929955,1.9181000000000024,2.380700000000001,3.3047000000000004,4.943736000000001,4.722808000000001,4.886655000000001,0.4625999999999983,1.3865999999999978,2.804707999999998,2.9685549999999985,0.9239999999999996,1.3235820000000018,2.5630360000000003,2.342108,2.505955,0.3995820000000023,1.6390360000000008,1.418108,1.5819550000000009,1.0185259999999978,1.1823729999999983,-0.2209280000000006,-0.0570810000000001,0.1638470000000005,?,0
18,SpIES,02:02:21.07,-00:30:40.4,22.1663,20.5981,18.963036,17.929186,999.0,25.642,19.705,19.119,3.4757,5.043900000000001,5.937000000000001,6.523,6.678964000000001,7.712813999999998,7.7249659999999984,7.851433,1.568200000000001,2.4613000000000014,3.0473,4.237113999999998,4.249265999999999,4.375733,0.8931000000000004,1.479099999999999,2.6810659999999977,2.8075329999999994,0.5859999999999985,0.7419639999999994,1.775813999999997,1.7879659999999973,1.914432999999999,0.1559640000000008,1.1898139999999984,1.2019659999999988,1.3284330000000004,1.046001999999998,1.1724689999999995,0.0121520000000003,0.138619000000002,0.1264670000000016,?,0
19,SpIES,02:07:09.82,+01:00:00.0,22.8359,21.5775,20.065105,18.785833,0.614,25.045,20.833,20.404,2.209100000000003,3.467500000000001,4.212000000000003,4.641000000000002,4.979895000000003,6.2591670000000015,7.24492,7.514158000000002,1.2583999999999982,2.0029000000000003,2.431899999999999,4.050066999999999,5.0358199999999975,5.305057999999999,0.7445000000000022,1.1735000000000009,3.7774199999999993,4.046658000000001,0.4289999999999985,0.7678949999999993,2.047166999999998,3.032919999999997,3.3021579999999986,0.3388950000000008,1.6181669999999997,2.6039199999999987,2.873158,2.265024999999998,2.5342629999999997,0.985752999999999,1.2549910000000004,0.2692380000000014,QSO,1
20,SpIES,02:08:15.52,+00:24:20.6,22.1142,21.132,19.566977,18.530066,0.551,22.485,20.136,20.216,0.3707999999999991,1.352999999999998,2.349,2.2689999999999984,2.918022999999998,3.954933999999998,4.784700000000001,4.957888999999998,0.9821999999999989,1.978200000000001,1.8981999999999992,3.584133999999999,4.413900000000002,4.587088999999999,0.9960000000000022,0.9160000000000004,3.431700000000003,3.604889,-0.0800000000000018,0.5690229999999978,1.6059339999999978,2.4357000000000006,2.608888999999998,0.6490229999999997,1.6859339999999996,2.5157000000000025,2.688889,1.8666770000000028,2.039866,0.8297660000000029,1.002955,0.1731889999999971,QSO,1
21,SpIES,02:08:19.54,+00:52:57.8,22.9257,21.3742,19.66052,18.679695,2.055,23.157,20.623,20.184,0.2313000000000009,1.7828000000000015,2.533999999999999,2.972999999999999,3.4964799999999983,4.477305000000001,5.342580000000002,5.293585,1.5515000000000008,2.302699999999998,2.741699999999998,4.246005,5.111280000000001,5.062284999999999,0.7511999999999972,1.1901999999999973,3.55978,3.5107849999999985,0.439,0.9624799999999992,1.9433050000000025,2.8085800000000027,2.7595850000000013,0.5234799999999993,1.5043050000000022,2.3695800000000027,2.320585000000001,1.8461000000000036,1.797105000000002,0.8652750000000005,0.816279999999999,-0.0489950000000014,QSO,1
22,SpIES,02:09:30.43,+00:24:00.3,23.0074,21.3728,19.523605,18.196886,999.0,23.821,20.463,20.193,0.813600000000001,2.4482,3.3580000000000005,3.628,4.297395000000002,5.624114000000002,6.685570000000002,7.158301000000002,1.634599999999999,2.5444,2.814399999999999,4.810514000000001,5.871970000000001,6.344701000000001,0.9098000000000006,1.1798000000000002,4.237370000000002,4.710101000000002,0.2699999999999996,0.9393950000000012,2.2661140000000017,3.327570000000001,3.800301000000001,0.6693950000000015,1.9961140000000024,3.057570000000002,3.530301000000001,2.3881750000000004,2.860906,1.0614559999999995,1.5341869999999993,0.4727309999999995,?,0
23,SpIES,02:10:50.30,+00:09:36.3,23.5632,22.3757,20.576773,18.546062,0.59,24.245,21.197,20.652,0.6818000000000026,1.8693000000000024,3.048000000000002,3.593,3.6682270000000017,5.698938000000002,7.184028000000001,7.549403000000002,1.1875,2.366199999999999,2.9111999999999973,5.017137999999999,6.502227999999999,6.867602999999999,1.1786999999999992,1.7236999999999971,5.314727999999999,5.680102999999999,0.5449999999999982,0.6202269999999999,2.650938,4.136028,4.501403,0.0752270000000017,2.105938000000002,3.591028000000001,3.9564030000000017,3.515801,3.881176,1.4850899999999996,1.850465,0.3653750000000002,QSO/AGN,0
24,SpIES,02:16:26.11,-00:13:01.0,22.4859,21.6544,19.642962,18.694187,999.0,24.569,20.74,20.134,2.083099999999998,2.9146,3.8290000000000006,4.434999999999999,4.926037999999998,5.874813,6.433692999999998,6.843,0.8315000000000019,1.7459000000000024,2.3519000000000005,3.7917130000000014,4.350593,4.759900000000002,0.9144000000000004,1.5203999999999986,3.519092999999998,3.9284,0.6059999999999981,1.0970379999999975,2.045812999999999,2.604692999999997,3.014,0.4910379999999996,1.439813000000001,1.9986929999999996,2.4080000000000013,1.5076549999999995,1.9169620000000016,0.5588799999999985,0.9681870000000004,0.4093070000000018,?,0
25,SpIES,02:18:13.61,+00:13:26.3,22.4433,20.9345,19.42382,18.112679,2.181,24.07,20.293,19.829,1.6266999999999996,3.1355000000000004,3.777000000000001,4.241,4.646180000000001,5.957321,5.713992999999999,5.774540000000002,1.5088000000000008,2.150300000000001,2.6143,4.330621000000001,4.087292999999999,4.147840000000002,0.6415000000000006,1.1054999999999993,2.578492999999998,2.6390400000000014,0.4639999999999986,0.8691800000000001,2.1803209999999997,1.9369929999999973,1.9975400000000008,0.4051800000000014,1.7163210000000009,1.4729929999999989,1.533540000000002,1.0678129999999977,1.1283600000000007,-0.2433280000000017,-0.1827809999999985,0.0605470000000032,QSO,1
26,SpIES,02:18:22.69,+00:25:38.8,22.0105,21.4954,19.616907,18.607805,999.0,23.377,19.536,19.372,1.3664999999999985,1.8815999999999988,3.8409999999999975,4.004999999999999,3.7600929999999977,4.769195,4.296934999999998,4.239179,0.5151000000000003,2.474499999999999,2.6385000000000005,3.4026950000000014,2.9304349999999992,2.872679000000001,1.9593999999999987,2.1234,2.415334999999999,2.357579000000001,0.1640000000000014,-0.0809069999999998,0.9281950000000024,0.4559350000000002,0.3981790000000025,-0.2449070000000013,0.7641950000000008,0.2919349999999987,0.234179000000001,0.536842,0.4790860000000023,-0.4722600000000021,-0.5300159999999998,-0.0577559999999977,?,0
27,SpIES,02:18:32.57,+00:51:49.2,22.9512,21.3784,19.680748,18.73362,999.0,24.256,20.589,20.941,1.3048000000000002,2.877600000000001,3.6670000000000016,3.3150000000000013,4.575251999999999,5.522380000000002,5.637248,5.540144999999999,1.5728000000000009,2.3622000000000014,2.010200000000001,4.217580000000002,4.332447999999999,4.235344999999999,0.7894000000000005,0.4374000000000002,2.7596479999999985,2.662544999999998,-0.3520000000000003,0.9082519999999974,1.8553800000000005,1.970247999999998,1.8731449999999972,1.2602519999999977,2.207380000000001,2.3222479999999983,2.2251449999999977,1.0619960000000006,0.964893,0.1148679999999977,0.0177649999999971,-0.0971030000000006,?,0
28,SpIES,02:20:24.54,+00:20:00.0,24.1987,23.1083,19.858755,18.855892,2.26,23.398,21.678,22.058,-0.8006999999999991,0.2896999999999998,1.7199999999999989,1.34,3.539245000000001,4.542107999999999,4.837615,5.261132,1.090399999999999,2.520699999999998,2.140699999999999,5.342807999999998,5.638314999999999,6.061831999999999,1.430299999999999,1.0503,4.547915,4.971432,-0.379999999999999,1.8192450000000024,2.822108,3.1176150000000007,3.541132000000001,2.199245000000001,3.202107999999999,3.497615,3.921132,1.2983699999999985,1.7218869999999988,0.2955070000000006,0.719024000000001,0.4235170000000003,QSO,1
29,SpIES,22:06:27.64,+00:33:32.0,22.9048,21.2536,19.728151,18.629257,999.0,23.12,20.262,19.649,0.2151999999999994,1.8664000000000025,2.8580000000000005,3.471,3.391849000000001,4.490743000000002,4.985303000000002,4.901961,1.6512000000000029,2.642800000000001,3.2558000000000007,4.2755430000000025,4.770103000000002,4.686761000000001,0.9915999999999984,1.6045999999999978,3.1189029999999995,3.0355609999999977,0.6129999999999995,0.533849,1.6327430000000014,2.1273030000000013,2.0439609999999995,-0.0791509999999995,1.0197430000000018,1.5143030000000015,1.430961,1.5934540000000013,1.5101119999999997,0.4945599999999999,0.4112179999999981,-0.0833420000000018,?,0
30,SpIES,22:08:45.96,+00:37:43.5,22.9371,20.9344,19.254114,18.251202,999.0,25.266,20.029,19.325,2.3288999999999973,4.331599999999998,5.236999999999998,5.940999999999999,6.011885999999997,7.014797999999999,6.803557999999999,6.782520999999999,2.002700000000001,2.908100000000001,3.6121000000000016,4.685898000000002,4.474658000000002,4.453621000000002,0.9054000000000002,1.6094000000000008,2.4719580000000008,2.450921000000001,0.7040000000000006,0.7748859999999986,1.7777980000000009,1.5665580000000006,1.5455210000000008,0.070885999999998,1.073798,0.8625579999999999,0.8415210000000002,0.7916720000000019,0.7706350000000022,-0.2112400000000001,-0.2322769999999998,-0.0210369999999997,?,0
31,SpIES,22:10:00.83,+00:11:47.2,23.4526,21.524,19.823439,18.72413,999.0,26.14,20.631,19.7,2.6874,4.616,5.509,6.440000000000001,6.316561,7.415870000000002,7.187574999999999,7.088393,1.9285999999999996,2.8216,3.752600000000001,4.7284700000000015,4.500174999999999,4.400993,0.8930000000000007,1.8240000000000016,2.5715749999999997,2.4723930000000003,0.9310000000000008,0.8075609999999998,1.9068700000000012,1.6785749999999986,1.5793929999999996,-0.1234390000000011,0.9758700000000003,0.7475749999999977,0.6483929999999987,0.8710139999999988,0.7718319999999999,-0.2282950000000028,-0.3274770000000018,-0.099181999999999,?,0
32,SpIES,22:10:36.79,-00:57:17.2,22.1284,20.4083,18.615494,17.727022,999.0,25.957,19.387,18.723,3.8286000000000016,5.5487,6.57,7.234000000000002,7.341505999999999,8.229978,8.776614000000002,9.039787,1.7200999999999986,2.7413999999999987,3.4054,4.401377999999998,4.948014000000001,5.211186999999999,1.0213,1.6853000000000016,3.227914000000002,3.4910870000000003,0.6640000000000015,0.7715059999999987,1.6599779999999988,2.206614000000002,2.469787,0.1075059999999972,0.9959779999999974,1.5426140000000004,1.8057869999999987,1.4351080000000032,1.6982810000000017,0.546636000000003,0.8098090000000013,0.2631729999999983,?,0
33,SpIES,22:12:25.31,-00:19:07.9,23.2905,21.5276,19.958334,18.779768,999.0,24.077,20.73,20.054,0.7865000000000002,2.549400000000002,3.3470000000000013,4.023000000000003,4.118666000000001,5.297232000000001,5.166554000000001,5.250890000000002,1.762900000000002,2.560500000000001,3.236500000000003,4.510732000000001,4.380054000000001,4.464390000000002,0.7975999999999992,1.4736000000000011,2.6171539999999998,2.70149,0.6760000000000019,0.7716659999999997,1.950232,1.819554,1.9038900000000003,0.0956659999999978,1.2742319999999978,1.1435539999999982,1.2278899999999986,1.0478880000000004,1.1322240000000008,-0.1306779999999996,-0.0463419999999992,0.0843360000000004,?,0
34,SpIES,22:12:54.72,-00:49:52.2,22.3034,22.9673,19.577742,18.63762,-999.0,23.613,20.216,19.649,1.3095999999999997,0.6456999999999979,3.3969999999999985,3.963999999999999,4.035257999999999,4.975380000000001,4.804919999999999,4.757418999999999,-0.6639000000000017,2.087399999999999,2.654399999999999,3.6657800000000016,3.4953199999999995,3.447818999999999,2.7513000000000005,3.3183000000000007,4.159220000000001,4.111719000000001,0.5670000000000002,0.6382580000000004,1.5783800000000028,1.4079200000000007,1.3604190000000005,0.0712580000000002,1.0113800000000026,0.8409200000000006,0.7934190000000001,0.7696620000000003,0.7221609999999998,-0.170460000000002,-0.2179610000000025,-0.0475010000000004,weak-det,0
35,SpIES,22:12:55.27,+00:01:08.2,23.321,22.5719,20.233511,18.842813,1.522,22.372,21.326,21.055,-0.9490000000000016,-0.1998999999999995,1.0459999999999994,1.3170000000000002,2.138489,3.5291870000000003,4.8049800000000005,5.557259999999999,0.7491000000000021,1.995000000000001,2.266000000000002,4.478187000000002,5.753980000000002,6.506260000000001,1.245899999999999,1.5168999999999997,5.00488,5.757159999999999,0.2710000000000008,1.0924890000000005,2.483187000000001,3.758980000000001,4.51126,0.8214889999999997,2.212187,3.4879800000000003,4.240259999999999,2.6664910000000006,3.418771,1.2757930000000002,2.028072999999999,0.752279999999999,QSO,1
36,SpIES,22:14:33.20,-00:33:55.9,23.0674,21.4581,19.703657,18.550323,-999.0,24.636,20.807,20.303,1.5686,3.177899999999997,3.8290000000000006,4.332999999999998,4.932343,6.085677,6.155145999999999,6.144321999999999,1.6092999999999975,2.2604000000000006,2.7643999999999984,4.5170770000000005,4.586545999999999,4.575721999999999,0.6511000000000031,1.155100000000001,2.977246000000001,2.966422000000001,0.5039999999999978,1.1033429999999989,2.256677,2.326145999999998,2.3153219999999983,0.5993430000000011,1.752677000000002,1.822146,1.8113220000000003,1.222802999999999,1.2119789999999997,0.069468999999998,0.0586449999999985,-0.0108239999999995,?,0
